date,arrival_time,hour,day_of_week,day_name,month,month_sin,month_cos,is_end_of_month,is_holiday,is_pre_holiday,is_peak_day,is_peak_hour,queue_length_at_arrival,waiting_time_min,service_time_min,total_time_in_system_min,queue_length_lag1,waiting_time_lag1,is_weekend,week_of_month
2026-02-21,2026-02-21 14:29:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,27,32.7,37.4,70.2,19.0,36.5,1,3
2026-02-21,2026-02-21 14:30:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,13,28.3,43.6,71.9,27.0,32.7,1,3
2026-02-21,2026-02-21 14:33:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,25,31.7,33.1,64.8,13.0,28.3,1,3
2026-02-21,2026-02-21 14:51:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,27,33.4,44.3,77.7,25.0,31.7,1,3
2026-02-21,2026-02-21 14:51:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,14,29.8,33.9,63.7,27.0,33.4,1,3
2026-02-21,2026-02-21 14:55:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,13,31.0,41.0,72.0,14.0,29.8,1,3
2026-02-21,2026-02-21 14:57:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,15,34.6,43.8,78.4,13.0,31.0,1,3
2026-02-21,2026-02-21 14:58:00,14,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,6,24.7,19.4,44.1,15.0,34.6,1,3
2026-02-21,2026-02-21 15:03:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,24,29.7,38.8,68.5,6.0,24.7,1,3
2026-02-21,2026-02-21 15:09:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,11,21.6,29.4,51.0,24.0,29.7,1,3
2026-02-21,2026-02-21 15:13:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,14,27.2,33.3,60.5,11.0,21.6,1,3
2026-02-21,2026-02-21 15:19:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,22,29.9,41.2,71.2,14.0,27.2,1,3
2026-02-21,2026-02-21 15:33:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,27,34.3,36.6,70.8,22.0,29.9,1,3
2026-02-21,2026-02-21 15:33:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,8,23.5,16.7,40.2,27.0,34.3,1,3
2026-02-21,2026-02-21 15:37:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,3,24.0,22.0,46.0,8.0,23.5,1,3
2026-02-21,2026-02-21 15:38:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,25,31.2,44.8,75.9,3.0,24.0,1,3
2026-02-21,2026-02-21 15:42:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,7,24.8,26.4,51.3,25.0,31.2,1,3
2026-02-21,2026-02-21 15:52:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,9,22.2,16.7,39.0,7.0,24.8,1,3
2026-02-21,2026-02-21 15:55:00,15,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,1,15,28.0,46.9,74.9,9.0,22.2,1,3
2026-02-21,2026-02-21 16:11:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,5,18.4,30.5,48.9,15.0,28.0,1,3
2026-02-21,2026-02-21 16:26:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,11,18.9,17.7,36.5,5.0,18.4,1,3
2026-02-21,2026-02-21 16:30:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,6,18.0,27.1,45.1,11.0,18.9,1,3
2026-02-21,2026-02-21 16:30:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,8,21.6,33.2,54.8,6.0,18.0,1,3
2026-02-21,2026-02-21 16:40:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,6,21.2,29.5,50.7,8.0,21.6,1,3
2026-02-21,2026-02-21 16:46:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,11,18.5,28.7,47.2,6.0,21.2,1,3
2026-02-21,2026-02-21 16:47:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,9,20.5,29.0,49.5,11.0,18.5,1,3
2026-02-21,2026-02-21 16:47:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,5,18.8,28.8,47.6,9.0,20.5,1,3
2026-02-21,2026-02-21 16:55:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,4,20.8,18.7,39.6,5.0,18.8,1,3
2026-02-21,2026-02-21 16:58:00,16,5,Saturday,2,0.49999999999999994,0.8660254037844387,0,0,0,0,0,6,16.8,15.4,32.2,4.0,20.8,1,3
2026-02-23,2026-02-23 08:11:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,3,24.5,32.4,56.9,8.0,25.0,0,4
2026-02-23,2026-02-23 08:21:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,11,22.4,32.4,54.8,3.0,24.5,0,4
2026-02-23,2026-02-23 08:26:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,9,23.0,25.6,48.6,11.0,22.4,0,4
2026-02-23,2026-02-23 08:36:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,17,27.6,39.5,67.2,9.0,23.0,0,4
2026-02-23,2026-02-23 08:46:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,24,29.1,40.7,69.8,17.0,27.6,0,4
2026-02-23,2026-02-23 08:47:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,24,29.9,30.1,59.9,24.0,29.1,0,4
2026-02-23,2026-02-23 08:49:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,22,29.4,35.9,65.4,24.0,29.9,0,4
2026-02-23,2026-02-23 08:54:00,8,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,22,26.5,32.2,58.8,22.0,29.4,0,4
2026-02-23,2026-02-23 09:21:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,29,63.5,56.8,120.3,22.0,26.5,0,4
2026-02-23,2026-02-23 09:23:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,38,67.2,62.3,129.5,29.0,63.5,0,4
2026-02-23,2026-02-23 09:24:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,36,77.8,46.1,123.9,38.0,67.2,0,4
2026-02-23,2026-02-23 09:26:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,89.8,46.3,136.1,36.0,77.8,0,4
2026-02-23,2026-02-23 09:29:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,31,70.9,65.5,136.4,41.0,89.8,0,4
2026-02-23,2026-02-23 09:35:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,30,70.5,54.9,125.4,31.0,70.9,0,4
2026-02-23,2026-02-23 09:47:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,27,56.4,70.1,126.5,30.0,70.5,0,4
2026-02-23,2026-02-23 09:52:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,40,77.4,51.7,129.0,27.0,56.4,0,4
2026-02-23,2026-02-23 09:56:00,9,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,44,72.4,63.0,135.4,40.0,77.4,0,4
2026-02-23,2026-02-23 10:03:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,38,85.9,62.4,148.3,44.0,72.4,0,4
2026-02-23,2026-02-23 10:08:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,27,80.1,57.7,137.7,38.0,85.9,0,4
2026-02-23,2026-02-23 10:13:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,90.0,50.2,140.2,27.0,80.1,0,4
2026-02-23,2026-02-23 10:16:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,90.0,57.4,147.4,41.0,90.0,0,4
2026-02-23,2026-02-23 10:19:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,31,90.0,72.5,162.5,41.0,90.0,0,4
2026-02-23,2026-02-23 10:20:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,39,88.7,53.7,142.5,31.0,90.0,0,4
2026-02-23,2026-02-23 10:21:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,28,82.7,45.1,127.8,39.0,88.7,0,4
2026-02-23,2026-02-23 10:33:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,43,90.0,64.1,154.1,28.0,82.7,0,4
2026-02-23,2026-02-23 10:46:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,32,76.6,48.6,125.2,43.0,90.0,0,4
2026-02-23,2026-02-23 10:52:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,30,87.2,57.3,144.5,32.0,76.6,0,4
2026-02-23,2026-02-23 10:53:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,33,84.6,50.2,134.8,30.0,87.2,0,4
2026-02-23,2026-02-23 10:56:00,10,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,36,84.3,56.1,140.3,33.0,84.6,0,4
2026-02-23,2026-02-23 11:07:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,36,89.1,50.0,139.1,36.0,84.3,0,4
2026-02-23,2026-02-23 11:11:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,43,77.4,64.0,141.4,36.0,89.1,0,4
2026-02-23,2026-02-23 11:15:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,74.1,62.9,137.0,43.0,77.4,0,4
2026-02-23,2026-02-23 11:22:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,26,67.1,56.0,123.1,41.0,74.1,0,4
2026-02-23,2026-02-23 11:23:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,38,74.6,74.7,149.2,26.0,67.1,0,4
2026-02-23,2026-02-23 11:34:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,29,70.1,55.3,125.3,38.0,74.6,0,4
2026-02-23,2026-02-23 11:41:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,39,82.4,51.1,133.5,29.0,70.1,0,4
2026-02-23,2026-02-23 11:50:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,84.2,64.4,148.7,39.0,82.4,0,4
2026-02-23,2026-02-23 11:55:00,11,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,39,85.2,65.6,150.8,41.0,84.2,0,4
2026-02-23,2026-02-23 12:07:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,23,32.4,37.8,70.2,39.0,85.2,0,4
2026-02-23,2026-02-23 12:13:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,5,24.5,28.6,53.0,23.0,32.4,0,4
2026-02-23,2026-02-23 12:36:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,19,26.0,43.9,69.9,5.0,24.5,0,4
2026-02-23,2026-02-23 12:36:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,8,23.1,22.8,45.9,19.0,26.0,0,4
2026-02-23,2026-02-23 12:37:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,26,33.8,49.4,83.2,8.0,23.1,0,4
2026-02-23,2026-02-23 12:44:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,14,25.6,32.5,58.1,26.0,33.8,0,4
2026-02-23,2026-02-23 12:52:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,17,29.9,40.6,70.5,14.0,25.6,0,4
2026-02-23,2026-02-23 12:53:00,12,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,6,24.5,25.0,49.5,17.0,29.9,0,4
2026-02-23,2026-02-23 13:02:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,42,60.9,52.4,113.3,6.0,24.5,0,4
2026-02-23,2026-02-23 13:06:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,42,81.6,59.2,140.8,42.0,60.9,0,4
2026-02-23,2026-02-23 13:10:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,36,66.8,66.5,133.3,42.0,81.6,0,4
2026-02-23,2026-02-23 13:13:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,36,59.0,48.7,107.8,36.0,66.8,0,4
2026-02-23,2026-02-23 13:29:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,35,75.7,72.0,147.8,36.0,59.0,0,4
2026-02-23,2026-02-23 13:34:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,15,44.3,46.0,90.3,35.0,75.7,0,4
2026-02-23,2026-02-23 13:35:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,35,61.0,66.4,127.4,15.0,44.3,0,4
2026-02-23,2026-02-23 13:36:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,42,77.5,58.1,135.6,35.0,61.0,0,4
2026-02-23,2026-02-23 13:42:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,39,70.6,70.4,141.1,42.0,77.5,0,4
2026-02-23,2026-02-23 13:45:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,13,44.2,41.7,85.9,39.0,70.6,0,4
2026-02-23,2026-02-23 13:47:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,40,62.8,45.2,108.0,13.0,44.2,0,4
2026-02-23,2026-02-23 13:50:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,29,62.7,47.5,110.2,40.0,62.8,0,4
2026-02-23,2026-02-23 13:51:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,38,66.4,74.8,141.2,29.0,62.7,0,4
2026-02-23,2026-02-23 13:54:00,13,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,25,48.1,68.9,117.0,38.0,66.4,0,4
2026-02-23,2026-02-23 14:00:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,26,66.8,46.9,113.7,25.0,48.1,0,4
2026-02-23,2026-02-23 14:06:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,29,88.6,62.9,151.6,26.0,66.8,0,4
2026-02-23,2026-02-23 14:18:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,74.4,47.8,122.2,29.0,88.6,0,4
2026-02-23,2026-02-23 14:25:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,90.0,48.1,138.1,41.0,74.4,0,4
2026-02-23,2026-02-23 14:26:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,27,72.1,67.1,139.3,41.0,90.0,0,4
2026-02-23,2026-02-23 14:34:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,28,82.5,56.4,138.8,27.0,72.1,0,4
2026-02-23,2026-02-23 14:35:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,28,73.7,50.2,123.9,28.0,82.5,0,4
2026-02-23,2026-02-23 14:37:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,44,74.2,74.7,148.9,28.0,73.7,0,4
2026-02-23,2026-02-23 14:39:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,40,90.0,72.3,162.3,44.0,74.2,0,4
2026-02-23,2026-02-23 14:44:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,36,73.6,49.1,122.6,40.0,90.0,0,4
2026-02-23,2026-02-23 14:47:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,27,84.6,74.5,159.1,36.0,73.6,0,4
2026-02-23,2026-02-23 14:49:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,34,90.0,56.9,146.9,27.0,84.6,0,4
2026-02-23,2026-02-23 14:52:00,14,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,25,69.8,48.2,118.0,34.0,90.0,0,4
2026-02-23,2026-02-23 15:07:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,43,84.5,72.8,157.3,25.0,69.8,0,4
2026-02-23,2026-02-23 15:09:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,29,58.3,49.0,107.2,43.0,84.5,0,4
2026-02-23,2026-02-23 15:12:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,30,60.3,53.4,113.7,29.0,58.3,0,4
2026-02-23,2026-02-23 15:25:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,36,59.1,49.6,108.7,30.0,60.3,0,4
2026-02-23,2026-02-23 15:28:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,30,71.5,52.1,123.6,36.0,59.1,0,4
2026-02-23,2026-02-23 15:32:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,37,71.3,57.4,128.7,30.0,71.5,0,4
2026-02-23,2026-02-23 15:40:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,44,77.0,67.7,144.7,37.0,71.3,0,4
2026-02-23,2026-02-23 15:43:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,42,74.4,70.7,145.1,44.0,77.0,0,4
2026-02-23,2026-02-23 15:54:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,27,50.2,74.4,124.5,42.0,74.4,0,4
2026-02-23,2026-02-23 15:59:00,15,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,1,41,79.4,47.7,127.1,27.0,50.2,0,4
2026-02-23,2026-02-23 16:01:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,26,34.7,47.2,81.9,41.0,79.4,0,4
2026-02-23,2026-02-23 16:09:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,14,37.3,36.4,73.7,26.0,34.7,0,4
2026-02-23,2026-02-23 16:11:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,13,33.8,33.7,67.5,14.0,37.3,0,4
2026-02-23,2026-02-23 16:12:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,20,31.7,44.8,76.5,13.0,33.8,0,4
2026-02-23,2026-02-23 16:13:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,27,43.1,37.7,80.8,20.0,31.7,0,4
2026-02-23,2026-02-23 16:16:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,19,38.9,34.6,73.5,27.0,43.1,0,4
2026-02-23,2026-02-23 16:18:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,25,43.5,34.7,78.2,19.0,38.9,0,4
2026-02-23,2026-02-23 16:21:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,22,37.3,48.2,85.5,25.0,43.5,0,4
2026-02-23,2026-02-23 16:27:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,22,30.6,32.1,62.8,22.0,37.3,0,4
2026-02-23,2026-02-23 16:29:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,12,33.7,45.0,78.8,22.0,30.6,0,4
2026-02-23,2026-02-23 16:33:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,24,35.5,36.4,71.9,12.0,33.7,0,4
2026-02-23,2026-02-23 16:38:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,24,37.5,37.7,75.2,24.0,35.5,0,4
2026-02-23,2026-02-23 16:55:00,16,0,Monday,2,0.49999999999999994,0.8660254037844387,0,0,0,1,0,22,43.8,49.4,93.2,24.0,37.5,0,4
2026-02-24,2026-02-24 08:04:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,9,16.7,19.4,36.0,3.0,10.0,0,4
2026-02-24,2026-02-24 08:06:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,2,18.6,29.9,48.5,9.0,16.7,0,4
2026-02-24,2026-02-24 08:06:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,9,17.3,19.0,36.3,2.0,18.6,0,4
2026-02-24,2026-02-24 08:07:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,3,17.7,24.9,42.6,9.0,17.3,0,4
2026-02-24,2026-02-24 08:10:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,7,15.7,28.8,44.5,3.0,17.7,0,4
2026-02-24,2026-02-24 08:12:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,2,17.1,34.3,51.4,7.0,15.7,0,4
2026-02-24,2026-02-24 08:13:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,6,16.1,23.3,39.4,2.0,17.1,0,4
2026-02-24,2026-02-24 08:20:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,9,16.9,17.3,34.2,6.0,16.1,0,4
2026-02-24,2026-02-24 08:25:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,5,14.7,30.5,45.3,9.0,16.9,0,4
2026-02-24,2026-02-24 08:28:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,8,14.8,29.1,44.0,5.0,14.7,0,4
2026-02-24,2026-02-24 08:34:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,10,16.9,32.3,49.2,8.0,14.8,0,4
2026-02-24,2026-02-24 08:41:00,8,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,0,7,18.0,15.8,33.8,10.0,16.9,0,4
2026-02-24,2026-02-24 09:09:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,17,42.8,35.0,77.9,7.0,18.0,0,4
2026-02-24,2026-02-24 09:17:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,19,45.3,60.0,105.3,17.0,42.8,0,4
2026-02-24,2026-02-24 09:23:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,15,43.3,36.6,79.9,19.0,45.3,0,4
2026-02-24,2026-02-24 09:34:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,34,55.2,65.9,121.0,15.0,43.3,0,4
2026-02-24,2026-02-24 09:36:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,12,41.3,35.7,77.0,34.0,55.2,0,4
2026-02-24,2026-02-24 09:37:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,28,50.1,64.6,114.7,12.0,41.3,0,4
2026-02-24,2026-02-24 09:46:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,16,42.6,42.1,84.8,28.0,50.1,0,4
2026-02-24,2026-02-24 09:59:00,9,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,33,56.3,70.0,126.2,16.0,42.6,0,4
2026-02-24,2026-02-24 10:00:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,44,64.7,47.5,112.2,33.0,56.3,0,4
2026-02-24,2026-02-24 10:01:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,22,42.4,40.9,83.3,44.0,64.7,0,4
2026-02-24,2026-02-24 10:04:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,44,66.2,75.0,141.2,22.0,42.4,0,4
2026-02-24,2026-02-24 10:10:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,22,45.0,37.4,82.4,44.0,66.2,0,4
2026-02-24,2026-02-24 10:17:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,25,56.8,71.8,128.6,22.0,45.0,0,4
2026-02-24,2026-02-24 10:21:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,37,66.3,59.9,126.2,25.0,56.8,0,4
2026-02-24,2026-02-24 10:25:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,37,56.0,66.3,122.3,37.0,66.3,0,4
2026-02-24,2026-02-24 10:26:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,19,44.2,47.7,91.9,37.0,56.0,0,4
2026-02-24,2026-02-24 10:30:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,18,42.9,41.7,84.6,19.0,44.2,0,4
2026-02-24,2026-02-24 10:44:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,16,39.6,49.5,89.1,18.0,42.9,0,4
2026-02-24,2026-02-24 10:50:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,26,54.5,56.9,111.4,16.0,39.6,0,4
2026-02-24,2026-02-24 10:56:00,10,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,39,62.7,57.9,120.6,26.0,54.5,0,4
2026-02-24,2026-02-24 11:04:00,11,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,25,44.1,45.4,89.5,39.0,62.7,0,4
2026-02-24,2026-02-24 11:05:00,11,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,19,45.2,51.8,97.0,25.0,44.1,0,4
2026-02-24,2026-02-24 11:10:00,11,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,28,51.2,53.9,105.1,19.0,45.2,0,4
2026-02-24,2026-02-24 11:14:00,11,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,18,43.3,42.1,85.4,28.0,51.2,0,4
2026-02-24,2026-02-24 11:20:00,11,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,18,33.6,38.3,71.9,18.0,43.3,0,4
2026-02-24,2026-02-24 11:21:00,11,1,Tuesday,2,0.49999999999999994,0.8660254037844387,0,0,1,0,1,23,44.6,44.8,89.4,18.0,33.6,0,4
